Returned,Order ID,Region
Yes,CA-2013-NW18400140-41599,Western US
Yes,MX-2013-TB2128039-41278,Central America
Yes,ES-2012-JC1577548-41195,Western Europe
Yes,ES-2012-KB162408-41191,Western Europe
Yes,IN-2014-VF2171527-41819,Eastern Asia
Yes,MO-2015-AB60086-42173,North Africa
Yes,ID-2012-LH1715592-41091,Oceania
Yes,ES-2014-BP11230139-41970,Northern Europe
Yes,IN-2015-DF1313559-42360,Southeastern Asia
Yes,ES-2015-DK13375139-42082,Northern Europe
Yes,US-2015-RM197505-42122,South America
Yes,CA-2015-EH14125140-42035,Western US
Yes,IN-2013-DR12880144-41384,Southeastern Asia
Yes,IN-2015-RH196007-42179,Oceania
Yes,ES-2015-JW152208-42033,Western Europe
Yes,CA-2013-GB14530140-41583,Southern US
Yes,IN-2015-NK1849058-42154,Southern Asia
Yes,CA-2015-TD20995140-42118,Eastern US
Yes,MX-2014-JR1570039-41955,Central America
Yes,ID-2014-TB21280130-41884,Southeastern Asia
Yes,NG-2013-NB858094-41469,Western Africa
Yes,CA-2015-EP13915140-42316,Eastern US
Yes,ID-2015-JC1538592-42039,Oceania
Yes,ES-2014-AH10585139-41920,Northern Europe
Yes,MX-2015-CR1273051-42262,Central America
Yes,ES-2012-AB1016545-40957,Western Europe
Yes,ES-2014-AG1039045-41685,Western Europe
Yes,GG-2012-BS159047-41184,Western Asia
Yes,IN-2014-DW131957-41982,Oceania
Yes,IT-2014-BS1166562-41864,Northern Europe
Yes,IN-2013-MY1738058-41545,Southern Asia
Yes,MX-2012-KD1634518-40977,South America
Yes,IT-2013-CA1205591-41545,Western Europe
Yes,CA-2013-NF847523-41549,Western Canada
Yes,CA-2015-SG20605140-42120,Western US
Yes,US-2015-FW1439518-42306,South America
Yes,SG-2015-BE1410111-42348,Western Africa
Yes,CA-2015-LT17110140-42335,Eastern US
Yes,US-2013-AB10105101-41446,South America
Yes,SO-2014-GM4455116-41984,Eastern Africa
Yes,ES-2015-NH1861048-42299,Western Europe
Yes,CA-2013-AH10690140-41639,Central US
Yes,ML-2013-GW460579-41403,Western Africa
Yes,PL-2013-JF5190103-41443,Eastern Europe
Yes,ID-2013-TC2114527-41594,Eastern Asia
Yes,CA-2013-ES14020140-41384,Central US
Yes,IN-2012-SC2057559-41146,Southeastern Asia
Yes,CA-2013-SJ20215140-41461,Western US
Yes,ES-2015-PC1900045-42227,Western Europe
Yes,US-2013-KA1652582-41360,Central America
Yes,IZ-2015-JM525061-42235,Western Asia
Yes,MA-2012-TZ1144577-41037,Eastern Africa
Yes,US-2013-CD1198055-41594,Central America
Yes,IT-2015-JK1609048-42097,Western Europe
Yes,ES-2013-CS1225048-41579,Western Europe
Yes,CA-2014-BC11125140-41846,Western US
Yes,MX-2015-CM1211528-42296,South America
Yes,ES-2015-AM10705120-42213,Southern Europe
Yes,US-2013-LB1679555-41462,Central America
Yes,CA-2012-KN16390140-41244,Eastern US
Yes,MO-2015-LA678086-42168,North Africa
Yes,CA-2015-GM14455140-42353,Central US
Yes,ES-2012-DM1295548-41100,Western Europe
Yes,MX-2012-DM1301593-40971,Central America
Yes,IN-2014-HM1486092-41679,Oceania
Yes,ID-2015-SS205907-42361,Oceania
Yes,IT-2013-GT14710125-41392,Western Europe
Yes,ID-2015-MG1768092-42032,Oceania
Yes,IN-2015-VP2173058-42024,Southern Asia
Yes,ES-2013-HG14965120-41571,Southern Europe
Yes,IR-2012-JF529560-40988,Southern Asia
Yes,US-2014-KD16495140-41976,Western US
Yes,MX-2015-FG142605-42318,South America
Yes,ES-2012-SV20365120-41132,Southern Europe
Yes,US-2014-DL12925101-41646,South America
Yes,NI-2012-DV304595-41121,Western Africa
Yes,ES-2013-GT1475545-41597,Western Europe
Yes,ID-2014-CK1220527-41948,Eastern Asia
Yes,ES-2013-PB18805120-41591,Southern Europe
Yes,EG-2012-MC727538-41130,North Africa
Yes,IN-2013-AM1070527-41535,Eastern Asia
Yes,ES-2012-JH16180139-41090,Northern Europe
Yes,ID-2013-TM210107-41492,Oceania
Yes,ID-2015-CJ1187597-42147,Southern Asia
Yes,ES-2014-TS2116045-41817,Western Europe
Yes,CA-2014-ES14080140-41737,Eastern US
Yes,US-2015-GT1471055-42299,Central America
Yes,IN-2014-PW1903058-41999,Southern Asia
Yes,ID-2012-NB1858092-41241,Oceania
Yes,IN-2014-TS211607-41875,Oceania
Yes,IN-2013-RH195107-41573,Oceania
Yes,US-2015-JH1543055-42328,Central America
Yes,US-2014-PK19075140-41907,Eastern US
Yes,IN-2013-MG176957-41542,Oceania
Yes,IR-2013-PK891060-41342,Southern Asia
Yes,MX-2014-ML1775593-41795,Central America
Yes,IT-2014-VP2173048-41990,Western Europe
Yes,CA-2013-LS17245140-41629,Southern US
Yes,ES-2012-BM1178545-41144,Western Europe
Yes,PL-2012-LL6840103-41137,Eastern Europe
Yes,IN-2014-SC205757-41662,Oceania
Yes,CA-2012-RP19270140-41200,Western US
Yes,SF-2013-KN6390117-41614,Southern Africa
Yes,MX-2015-DA1345051-42180,Central America
Yes,CA-2013-BM11575140-41532,Eastern US
Yes,CA-2015-JC16105140-42301,Eastern US
Yes,NI-2012-SP1086095-41090,Western Africa
Yes,IT-2012-RS1987091-41200,Western Europe
Yes,CA-2013-SM20950140-41627,Central US
Yes,ES-2014-AS1009045-41885,Western Europe
Yes,MX-2014-SK1999082-41922,Central America
Yes,IT-2013-VW2177545-41580,Western Europe
Yes,ES-2012-AI1085548-41187,Western Europe
Yes,CA-2014-NZ18565140-41964,Eastern US
Yes,ES-2015-ES1402045-42032,Western Europe
Yes,SA-2012-LC6870110-41121,Western Asia
Yes,ES-2012-KN16705120-41257,Southern Europe
Yes,TU-2015-EN3780134-42164,Western Asia
Yes,CA-2013-MS17365140-41632,Western US
Yes,MX-2013-JC1538528-41574,South America
Yes,RW-2015-BG1740109-42353,Eastern Africa
Yes,MX-2015-EL1373536-42278,Caribbean
Yes,ES-2012-JK1564048-41191,Western Europe
Yes,IN-2015-JH159857-42221,Oceania
Yes,CA-2012-ML17395140-41194,Eastern US
Yes,IR-2013-CM193560-41296,Southern Asia
Yes,MX-2015-BD1172537-42330,South America
Yes,ES-2013-BE1133564-41387,Southern Europe
Yes,IT-2015-Dl1360048-42209,Western Europe
Yes,CA-2012-RB19435140-41236,Central US
Yes,IR-2015-JD615060-42186,Southern Asia
Yes,ID-2014-AG1076527-41872,Eastern Asia
Yes,MX-2013-JM156555-41549,South America
Yes,IT-2013-DK1298564-41618,Southern Europe
Yes,US-2014-MH1811554-41900,Caribbean
Yes,IN-2013-MS17710113-41495,Southeastern Asia
Yes,ID-2014-KB16600144-41986,Southeastern Asia
Yes,ES-2014-SC2002045-41790,Western Europe
Yes,CA-2012-LE16810140-41258,Southern US
Yes,CA-2015-DM13345140-42347,Western US
Yes,CA-2014-BC11125140-41864,Eastern US
Yes,IN-2013-NP186707-41474,Oceania
Yes,TU-2014-JW5220134-41755,Western Asia
Yes,CA-2014-RD19810140-41798,Eastern US
Yes,IN-2015-JD1589558-42288,Southern Asia
Yes,US-2014-VM21835140-41772,Western US
Yes,MX-2013-EH1412555-41276,Central America
Yes,EZ-2012-PS904532-41150,Eastern Europe
Yes,CA-2013-JD15895140-41620,Western US
Yes,CA-2014-BD11620140-41707,Eastern US
Yes,CA-2014-JH15985140-41888,Western US
Yes,ES-2015-PO18850139-42264,Northern Europe
Yes,CG-2015-PV898533-42225,Central Africa
Yes,MX-2013-CD1279082-41521,Central America
Yes,US-2012-DK1283536-40939,Caribbean
Yes,SF-2013-PF9165117-41490,Southern Africa
Yes,MX-2014-ES1402082-41929,Central America
Yes,IT-2015-RB19570120-42181,Southern Europe
Yes,CA-2014-TZ1144523-41985,Eastern Canada
Yes,RS-2015-BP1230108-42132,Eastern Europe
Yes,CA-2015-SR20425140-42361,Southern US
Yes,CA-2013-JK16120140-41551,Eastern US
Yes,IN-2014-LM1706566-41893,Eastern Asia
Yes,CA-2014-ON18715140-41710,Central US
Yes,US-2014-RB19570140-41886,Central US
Yes,MX-2014-TG216405-41952,South America
Yes,US-2015-LR1691518-42180,South America
Yes,NI-2015-MK790595-42144,Western Africa
Yes,UP-2014-LL6840137-41670,Eastern Europe
Yes,ES-2015-LT1711045-42025,Western Europe
Yes,TU-2012-FG4260134-41177,Western Asia
Yes,IT-2014-AT1043591-41795,Western Europe
Yes,CA-2015-JF15415140-42367,Eastern US
Yes,IT-2012-RD19930120-41222,Southern Europe
Yes,IR-2014-BD162060-41820,Southern Asia
Yes,ES-2015-CM1223545-42327,Western Europe
Yes,MX-2015-MS1798028-42300,South America
Yes,UP-2015-RK9300137-42341,Eastern Europe
Yes,CA-2015-MA17560140-42298,Eastern US
Yes,US-2013-HD1478555-41565,Central America
Yes,MX-2013-BS1136536-41595,Caribbean
Yes,CA-2012-RH19495140-41143,Eastern US
Yes,ET-2014-SV1081543-41814,Eastern Africa
Yes,MX-2013-AP1091536-41528,Caribbean
Yes,MX-2015-RH1951082-42262,Central America
Yes,CA-2013-JC16105140-41520,Southern US
Yes,ES-2012-MP1817564-41187,Southern Europe
Yes,US-2013-RR19525140-41613,Southern US
Yes,ES-2013-GT14710139-41614,Northern Europe
Yes,EK-2014-EP391540-41947,Central Africa
Yes,ID-2012-TC2129527-41137,Eastern Asia
Yes,MX-2014-TM2149039-41923,Central America
Yes,TU-2015-EB3840134-42326,Western Asia
Yes,MX-2013-DW1348051-41548,Central America
Yes,US-2014-GK14620101-41744,South America
Yes,MX-2012-PF1912028-41059,South America
Yes,IZ-2013-GZ454561-41314,Western Asia
Yes,CA-2015-SC20380140-42039,Southern US
Yes,IN-2015-BS11590102-42287,Southeastern Asia
Yes,MX-2012-MF1766582-41174,Central America
Yes,TU-2015-CS1860134-42042,Western Asia
Yes,MX-2013-SS2059093-41565,Central America
Yes,MX-2015-PR1888018-42153,South America
Yes,PL-2014-BM1650103-41888,Eastern Europe
Yes,CA-2015-DK13090140-42279,Central US
Yes,ID-2014-RB19330102-41767,Southeastern Asia
Yes,MX-2013-RW1963082-41528,Central America
Yes,IT-2012-BD1172591-40992,Western Europe
Yes,TU-2015-SW10350134-42024,Western Asia
Yes,US-2014-SG2008055-41769,Central America
Yes,ES-2012-AR104058-41127,Western Europe
Yes,CG-2015-DW358533-42341,Central Africa
Yes,CA-2012-HP14815140-41236,Southern US
Yes,ID-2013-AS1022559-41392,Southeastern Asia
Yes,PL-2015-ML8265103-42252,Eastern Europe
Yes,ES-2014-BD1132048-41992,Western Europe
Yes,CA-2015-JH15430140-42329,Southern US
Yes,CA-2015-NG18355140-42235,Eastern US
Yes,MX-2012-MM1805531-40978,Caribbean
Yes,ES-2013-EH14125120-41573,Southern Europe
Yes,ES-2015-BM1157545-42276,Western Europe
Yes,ES-2015-CB1202545-42041,Western Europe
Yes,IT-2014-AP1091564-41896,Southern Europe
Yes,ES-2012-AG1049564-41254,Southern Europe
Yes,ID-2013-GZ14545130-41605,Southeastern Asia
Yes,IN-2015-LH171557-42294,Oceania
Yes,US-2015-PN18775140-42339,Southern US
Yes,ID-2015-GD1459092-42144,Oceania
Yes,IN-2014-IM1507058-41812,Southern Asia
Yes,US-2012-JW1595555-41073,Central America
Yes,MX-2014-AG1076539-41887,Central America
Yes,ES-2015-LD1685548-42185,Western Europe
Yes,US-2012-CW1190536-41241,Caribbean
Yes,ID-2015-GM1445592-42334,Oceania
Yes,EG-2013-VG1179038-41590,North Africa
Yes,CA-2015-PN18775140-42120,Southern US
Yes,ID-2012-RB193307-41261,Oceania
Yes,CA-2015-AG10675140-42272,Southern US
Yes,EN-2015-MC760542-42174,Northern Europe
Yes,US-2014-MG1814555-41928,Central America
Yes,CA-2015-RB19795140-42138,Western US
Yes,IR-2014-DL286560-41950,Southern Asia
Yes,CA-2015-PK19075140-42316,Eastern US
Yes,ES-2014-EJ1415545-41901,Western Europe
Yes,ES-2014-EB1397564-41814,Southern Europe
Yes,MX-2012-JL1517582-41163,Central America
Yes,ES-2014-CP12340120-41738,Southern Europe
Yes,US-2015-SC2084582-42125,Central America
Yes,TU-2013-AH585134-41367,Western Asia
Yes,CA-2014-BM11575140-41964,Western US
Yes,SI-2014-TC10980115-41955,Southern Europe
Yes,ES-2012-VG2180548-41175,Western Europe
Yes,MX-2014-Dp1324082-41960,Central America
Yes,IN-2015-MH1744027-42025,Eastern Asia
Yes,IN-2015-TW2102578-42063,Southeastern Asia
Yes,IT-2015-FO1430564-42342,Southern Europe
Yes,BO-2015-MS798013-42091,Eastern Europe
Yes,CA-2012-ZC21910140-41271,Central US
Yes,ES-2012-AJ1094545-41239,Western Europe
Yes,US-2015-RL19615140-42147,Western US
Yes,NI-2012-SN1056095-41065,Western Africa
Yes,CA-2014-EH13945140-41655,Western US
Yes,MX-2013-JP1552082-41440,Central America
Yes,IN-2015-CR126257-42046,Oceania
Yes,IN-2014-OT187307-41944,Oceania
Yes,MX-2013-MC1759039-41577,Central America
Yes,MX-2012-BF1127582-41039,Central America
Yes,TU-2014-EG3900134-41794,Western Asia
Yes,CA-2013-TC21535140-41536,Southern US
Yes,US-2015-EB1397518-42304,South America
Yes,ES-2015-JK1564064-42297,Southern Europe
Yes,EG-2015-RM937538-42360,North Africa
Yes,MX-2014-PO1886593-41642,Central America
Yes,SA-2015-BB990110-42291,Western Asia
Yes,US-2012-TS2108536-41070,Caribbean
Yes,EG-2013-FA423038-41534,North Africa
Yes,ES-2013-SC20305139-41480,Northern Europe
Yes,CA-2013-BP11095140-41481,Western US
Yes,MO-2013-JW607586-41520,North Africa
Yes,ID-2015-NP18685102-42224,Southeastern Asia
Yes,ES-2015-JC16105139-42173,Northern Europe
Yes,US-2015-RH1955518-42079,South America
Yes,CA-2014-WB21850140-41654,Eastern US
Yes,IN-2013-SW202757-41585,Oceania
Yes,MX-2013-SC2077018-41329,South America
Yes,CA-2015-HM14980140-42122,Western US
Yes,IR-2012-DV304560-40929,Southern Asia
Yes,MX-2013-EJ1415516-41465,South America
Yes,CA-2012-EJ13720140-41258,Central US
Yes,CA-2015-SC20305140-42245,Central US
Yes,IS-2013-MY829563-41460,Western Asia
Yes,ID-2015-LS172007-42133,Oceania
Yes,MX-2012-BT1130582-41158,Central America
Yes,ES-2015-CL1189064-42356,Southern Europe
Yes,CA-2014-JG15160140-41910,Southern US
Yes,ID-2014-MP1747059-41709,Southeastern Asia
Yes,SA-2013-GM4680110-41328,Western Asia
Yes,MX-2012-TZ2158093-40955,Central America
Yes,CA-2012-RB19645140-41143,Western US
Yes,CA-2012-IM15055140-40932,Western US
Yes,IN-2015-BK1126027-42341,Eastern Asia
Yes,US-2015-DB1355598-42119,Central America
Yes,MX-2012-AW1093031-40912,Caribbean
Yes,MX-2014-HE1480082-41851,Central America
Yes,US-2013-ON18715140-41411,Central US
Yes,MX-2012-AH1046539-41185,Central America
Yes,TU-2012-FH4365134-41121,Western Asia
Yes,ID-2013-RW1954097-41476,Southern Asia
Yes,CA-2014-AM10360140-41837,Central US
Yes,CA-2013-FC14335140-41409,Eastern US
Yes,IN-2015-IG1508566-42228,Eastern Asia
Yes,IT-2014-EK1379591-41771,Western Europe
Yes,ID-2015-TC2129559-42223,Southeastern Asia
Yes,CA-2014-BD11620140-41999,Eastern US
Yes,CA-2014-RD19900140-41960,Western US
Yes,ID-2012-TH21100118-41125,Eastern Asia
Yes,IZ-2014-CA205561-41816,Western Asia
Yes,CA-2013-TC21475140-41391,Western US
Yes,AG-2014-RD95853-41712,North Africa
Yes,ID-2012-JE1574559-41234,Southeastern Asia
Yes,CA-2014-TS21160140-41702,Western US
Yes,MX-2015-DK1289526-42090,South America
Yes,CA-2013-GB14530140-41528,Western US
Yes,IN-2015-RD1948011-42109,Southern Asia
Yes,ID-2015-RM197507-42129,Oceania
Yes,US-2013-PT1909018-41418,South America
Yes,CA-2014-AS10045140-41727,Southern US
Yes,ES-2013-CS1246064-41368,Southern Europe
Yes,MX-2015-SZ2003536-42216,Caribbean
Yes,SF-2013-BD1620117-41376,Southern Africa
Yes,TU-2013-DL2925134-41534,Western Asia
Yes,IN-2015-DB13660102-42089,Southeastern Asia
Yes,MX-2015-KC1625582-42259,Central America
Yes,EG-2014-SB1018538-41944,North Africa
Yes,ES-2015-NM18445139-42218,Northern Europe
Yes,CM-2012-SC1068022-41009,Central Africa
Yes,CA-2014-TB21280140-41786,Eastern US
Yes,ES-2012-AB1060064-40927,Southern Europe
Yes,MX-2013-JC1534082-41392,Central America
Yes,MX-2014-CG1204031-41977,Caribbean
Yes,UP-2014-CR2580137-41922,Eastern Europe
Yes,NI-2015-JG516095-42235,Western Africa
Yes,MX-2014-HP1481582-41709,Central America
Yes,IN-2015-DK1289559-42281,Southeastern Asia
Yes,ES-2014-SJ2021548-41998,Western Europe
Yes,IN-2014-BS1159027-42000,Eastern Asia
Yes,US-2013-GM14500101-41366,South America
Yes,IN-2013-KM1666059-41574,Southeastern Asia
Yes,ID-2014-RP1927059-41918,Southeastern Asia
Yes,IN-2015-AS102857-42217,Oceania
Yes,US-2013-EJ1372018-41628,South America
Yes,IN-2015-CR128207-42270,Oceania
Yes,US-2014-FO14305140-41944,Southern US
Yes,SF-2012-CC2685117-41263,Southern Africa
Yes,IT-2012-NF18385139-41237,Northern Europe
Yes,CA-2015-EB13705140-42321,Eastern US
Yes,US-2014-JE1574555-41971,Central America
Yes,ES-2013-TB2162548-41374,Western Europe
Yes,CA-2015-JS594023-42346,Eastern Canada
Yes,IN-2015-MH1811592-42116,Oceania
Yes,US-2013-MA1799536-41346,Caribbean
Yes,IN-2012-JM15265144-41031,Southeastern Asia
Yes,CA-2012-JG15115140-41189,Southern US
Yes,US-2015-CG1252055-42316,Central America
Yes,MX-2014-RR1931526-41951,South America
Yes,CA-2014-CK12595140-41711,Eastern US
Yes,MX-2014-DM1295598-41807,Central America
Yes,MX-2012-BS1159039-41175,Central America
Yes,MX-2012-DS1318018-41081,South America
Yes,TU-2015-CS2355134-42101,Western Asia
Yes,ID-2014-EB1397559-41919,Southeastern Asia
Yes,IN-2014-AC1061558-41808,Southern Asia
Yes,EG-2012-NM844538-41002,North Africa
Yes,ES-2014-RB1964545-41859,Western Europe
Yes,IN-2015-MA17995121-42230,Southern Asia
Yes,NI-2013-EH376595-41500,Western Africa
Yes,IR-2015-BD162060-42252,Southern Asia
Yes,IN-2014-PB19210130-41872,Southeastern Asia
Yes,IN-2015-AA1031558-42361,Southern Asia
Yes,TZ-2015-BM1785129-42285,Eastern Africa
Yes,IV-2014-LC688529-41898,Western Africa
Yes,IN-2015-DL1292558-42167,Southern Asia
Yes,EG-2015-NF838538-42060,North Africa
Yes,CA-2014-ND18370140-41963,Eastern US
Yes,NI-2012-BM114095-41061,Western Africa
Yes,CA-2012-CM11815140-41226,Central US
Yes,ES-2015-CJ1201064-42323,Southern Europe
Yes,IN-2015-MB180857-42172,Oceania
Yes,ES-2015-MJ1774045-42168,Western Europe
Yes,ES-2015-HJ14875139-42013,Northern Europe
Yes,CA-2012-CM11815140-41273,Central US
Yes,CA-2014-BT11680140-41751,Eastern US
Yes,IN-2012-GM1444027-41128,Eastern Asia
Yes,IN-2015-DK12985144-42112,Southeastern Asia
Yes,TU-2015-LP7080134-42185,Western Asia
Yes,CA-2014-DP13390140-41784,Eastern US
Yes,US-2014-AJ1078018-41752,South America
Yes,IT-2013-BW11065139-41370,Northern Europe
Yes,ES-2015-GG1465048-42245,Western Europe
Yes,CA-2012-PB19150140-41254,Southern US
Yes,CA-2014-TT21265140-41915,Eastern US
Yes,IR-2012-SS1051560-41125,Southern Asia
Yes,CA-2012-RA988523-41160,Eastern Canada
Yes,US-2015-ME17320140-42322,Central US
Yes,US-2012-GH1442598-41140,Central America
Yes,ES-2013-EC1405048-41520,Western Europe
Yes,US-2015-GZ14470140-42362,Western US
Yes,MX-2014-ML1741039-41935,Central America
Yes,MX-2012-DP1316582-41234,Central America
Yes,MX-2012-BD1163582-41249,Central America
Yes,MX-2015-CD1279080-42293,Caribbean
Yes,IN-2014-DW1319559-41730,Southeastern Asia
Yes,IN-2015-JK1612058-42126,Southern Asia
Yes,US-2014-AR104055-41906,South America
Yes,NI-2015-JG516095-42353,Western Africa
Yes,US-2012-SC20260140-41165,Central US
Yes,CA-2012-CM12715140-41177,Eastern US
Yes,CA-2015-HM14860140-42221,Western US
Yes,IN-2015-DK1337566-42155,Eastern Asia
Yes,CA-2013-KC16255140-41473,Eastern US
Yes,AL-2012-EM38252-41213,Southern Europe
Yes,CA-2013-EH13945140-41465,Western US
Yes,ES-2012-MZ1751545-41262,Western Europe
Yes,US-2014-LH1675055-41840,Central America
Yes,MX-2015-LA1678051-42286,Central America
Yes,ID-2014-LB167957-41829,Oceania
Yes,CA-2015-LW17215140-42348,Central US
Yes,ES-2015-AM10705120-42017,Southern Europe
Yes,TU-2014-SD10485134-41771,Western Asia
Yes,US-2012-AH1046536-41234,Caribbean
Yes,US-2012-DB1327036-41021,Caribbean
Yes,CA-2014-LS16945140-41912,Eastern US
Yes,MX-2015-QJ1925551-42255,Central America
Yes,ES-2015-AS1004564-42028,Southern Europe
Yes,SG-2015-AG495111-42164,Western Africa
Yes,CA-2012-KC16675140-41255,Southern US
Yes,CA-2015-JB16045140-42362,Eastern US
Yes,ZA-2015-RC9960146-42257,Eastern Africa
Yes,ES-2012-TB21190139-40992,Northern Europe
Yes,US-2013-GA1472598-41599,Central America
Yes,US-2013-TS2134055-41356,Central America
Yes,CA-2015-EH13765140-42027,Central US
Yes,TU-2015-SC10050134-42216,Western Asia
Yes,CA-2014-CY12745140-41867,Western US
Yes,KG-2015-FO430570-42318,Central Asia
Yes,GH-2015-KD661549-42183,Western Africa
Yes,IT-2015-DK12895124-42312,Northern Europe
Yes,CA-2013-DP13165140-41557,Central US
Yes,CA-2015-SP20860140-42276,Southern US
Yes,IN-2015-RH1949559-42257,Southeastern Asia
Yes,CA-2013-BN11470140-41380,Eastern US
Yes,NI-2013-EH412595-41541,Western Africa
Yes,ID-2013-PB18805130-41421,Southeastern Asia
Yes,TU-2015-SV10785134-42340,Western Asia
Yes,US-2014-DJ1363018-41963,South America
Yes,US-2015-JE15610140-42321,Western US
Yes,ID-2014-RH1949559-41984,Southeastern Asia
Yes,IN-2014-AJ109457-41793,Oceania
Yes,CA-2012-LT16765140-41152,Western US
Yes,IN-2012-ST2053058-41058,Southern Asia
Yes,CA-2012-PJ19015140-41005,Southern US
Yes,MX-2014-DK1298518-41740,South America
Yes,ID-2014-SC2026092-41894,Oceania
Yes,UP-2013-DL2925137-41299,Eastern Europe
Yes,AE-2014-MY7380138-42004,Western Asia
Yes,ES-2015-LS1723045-42159,Western Europe
Yes,TU-2014-MY8295134-41860,Western Asia
Yes,MX-2014-KN1639082-41907,Central America
Yes,IT-2013-CA12310139-41538,Northern Europe
Yes,CA-2014-LF17185140-41933,Eastern US
Yes,CA-2015-SJ20125140-42105,Eastern US
Yes,US-2013-DR12940140-41635,Central US
Yes,TU-2014-TC11145134-41656,Western Asia
Yes,MX-2012-RE1940539-41195,Central America
Yes,ES-2013-ME1772545-41370,Western Europe
Yes,CA-2013-MS17830140-41478,Eastern US
Yes,IN-2015-DB13405144-42341,Southeastern Asia
Yes,US-2015-SC20050140-42278,Central US
Yes,IN-2014-DM1301527-41919,Eastern Asia
Yes,CA-2014-DL13330140-41941,Eastern US
Yes,MX-2012-AH1012082-41226,Central America
Yes,NG-2015-JC577594-42260,Western Africa
Yes,CA-2014-MG17890140-41703,Western US
Yes,EG-2014-CS186038-41690,North Africa
Yes,US-2012-KT16465140-41168,Southern US
Yes,NI-2013-DB321095-41521,Western Africa
Yes,CA-2013-PS19045140-41438,Eastern US
Yes,TU-2015-AG675134-42099,Western Asia
Yes,US-2015-SH1997555-42052,Central America
Yes,IT-2014-DO1364591-41870,Western Europe
Yes,ES-2013-BF1100591-41501,Western Europe
Yes,US-2012-JA1597055-41237,Central America
Yes,TU-2013-CR2730134-41324,Western Asia
Yes,RO-2015-SA10830107-42012,Eastern Europe
Yes,MX-2015-NF1859539-42209,Central America
Yes,NI-2014-JK562595-41779,Western Africa
Yes,MX-2015-SP2092055-42363,Central America
Yes,MX-2014-EH1418518-41915,South America
Yes,MX-2014-KL1664593-41733,Central America
Yes,NI-2015-BP105095-42249,Western Africa
Yes,CA-2015-ML17410140-42025,Central US
Yes,IN-2015-AH1069027-42181,Eastern Asia
Yes,IN-2015-BE1141027-42249,Eastern Asia
Yes,TU-2015-JD6015134-42327,Western Asia
Yes,IN-2013-AS1028558-41354,Southern Asia
Yes,US-2012-GR1456054-41082,Caribbean
Yes,CA-2014-AB10255140-41936,Western US
Yes,BN-2014-KB631515-41904,Western Africa
Yes,CA-2015-BD11725140-42276,Western US
Yes,KZ-2012-PR888068-41144,Central Asia
Yes,CA-2015-SC20575140-42236,Central US
Yes,CA-2015-GK14620140-42257,Central US
Yes,ZA-2015-MN7935147-42339,Eastern Africa
Yes,ES-2012-AA1064564-41268,Southern Europe
Yes,IN-2015-MO178007-42363,Oceania
Yes,CA-2013-AI10855140-41628,Western US
Yes,ES-2015-WB21850139-42248,Northern Europe
Yes,AG-2014-CM21603-41755,North Africa
Yes,IN-2012-RC198257-41167,Oceania
Yes,IN-2013-JM152657-41576,Oceania
Yes,TU-2012-PF9165134-41074,Western Asia
Yes,US-2012-TH21235140-41216,Western US
Yes,US-2013-PF1916582-41445,Central America
Yes,CA-2015-AA10645140-42314,Western US
Yes,ES-2012-MO17950120-41137,Southern Europe
Yes,ES-2013-PB1915034-41373,Northern Europe
Yes,NI-2014-CG204095-41856,Western Africa
Yes,NI-2015-EB411095-42174,Western Africa
Yes,IN-2014-KD16345144-41768,Southeastern Asia
Yes,IN-2015-LA16780102-42095,Southeastern Asia
Yes,IN-2014-SE2011066-41772,Eastern Asia
Yes,ES-2015-AS1024064-42297,Southern Europe
Yes,ZA-2014-LS6945147-41672,Eastern Africa
Yes,TU-2014-SF10965134-41992,Western Asia
Yes,US-2014-LB16795140-41957,Central US
Yes,IN-2014-DA1345058-41769,Southern Asia
Yes,US-2013-HG14845140-41530,Eastern US
Yes,US-2013-SJ2021582-41543,Central America
Yes,CA-2015-EB13870140-42269,Eastern US
Yes,EG-2014-PM894038-41846,North Africa
